object, x, y
Marker2, 3.6927275916324604, -0.03433398583990278
Marker3, -5.614823540217197, 5.997998220235411
Marker11, 4.016032712266488, -1.4304746577254541
Marker13, -1.3655333941297032, -2.762027617296369
Marker17, -0.4185079578284225, 4.511486700611477
Marker19, -3.054531204809174, 1.0978836935429077
coke, -1.5086792073500663, 0.08981390557032118
coke, 3.557389276689112, -1.2923513543637584
sheep, 1.3171642644016077, 0.5427922955917521
sheep, -0.5196848310001568, -2.151106439276666
